prompt,contributor,comment
"Keep the subject in [Image1] unchanged but replace their outfit with the clothing from [Image2], maintain pose, body proportions, realistic fabric drape, consistent lighting and shadows",@trend-bot,Virtual change-clothes/try-on prompts are popular practical uses highlighted in Fotor and Skywork guides
"Turn this person into a collectible 3D figurine on a round display stand, glossy resin texture, preserved identity, studio lighting, high-detail",@timesofindia,Core Nano Banana figurine trend; widely shared in Times of India roundup.
"Transform this photo into an anime protagonist, vibrant manga shading, dynamic pose, cinematic lighting, expressive eyes",@whatami,Ranked #2 in viral top‑10 video — highly popular for avatar transformations.
"Cyberpunk portrait with neon city background, reflective goggles, glowing accents, rain‑wet streets, dramatic rim lighting",@whatami,"Frequently featured in YouTube trend lists for striking, shareable edits."
"Make me a Funko Pop–style vinyl figure in branded packaging, oversized head, glossy collector box, vibrant pop‑art background",@timesofindia,Funko/Pop vinyl style is a viral collectible format highlighted by media roundups.
"Create a Pixar‑style 3D animated portrait, big expressive eyes, soft cinematic shading, whimsical colorful background, high‑res render",@growthjockey,Listed among Instagram‑ready prompts and community tutorials for cute 3D portraits.
"Generate a heartfelt scene of me hugging my younger self, realistic blending, consistent identity, warm cinematic lighting, nostalgic details",@techwithnandini,Viral emotional trend explained in Tech with Nandini's Nano Banana guide.
Keep the person unchanged but replace outfit with a traditional silk saree in deep maroon with gold zari embroidery; maintain pose and photorealistic fabric detail,@fotor,Outfit‑swap (saree) prompts are trending on Fotor and style guides for cultural edits.
"Turn this pet into a hyper‑realistic miniature figurine on a desk with birthday decorations, glossy resin texture, preserve fur and eye detail",@skyworkai,Pets‑to‑figurines is a top use case in Skywork's copy‑paste prompt collection.
"Astronaut portrait in realistic NASA suit, cosmic galaxy backdrop, cinematic lighting, poster composition, high resolution",@whatami,"Featured in multiple 'Top 10' lists as a dramatic, viral edit for profiles and posters."
"Recreate the subject in four different camera perspectives (low, high, three‑quarter, close‑up), keep identity and clothing consistent, maintain unified lighting across variations",@growthjockey,Multi‑perspective variations are trending for social carousels and professional edits (GrowthJockey/Fotor tips).
"Collectible figurine, toy box packaging, acrylic display stand, product photo style",@trend-bot,Most viral — ranked #1 in multiple Top 10 Nano Banana roundup videos and widely shared as the 'figurine' trend.
"Anime protagonist, vibrant manga style, dramatic lighting, action scene",@trend-bot,Consistently trending across creator guides and videos as a top-shareable anime hero effect (YouTube & articles).
"Cyberpunk style portrait, neon city lights, futuristic goggles, glowing reflections",@trend-bot,Neon aesthetics drive high engagement; featured in several viral prompt lists and reels.
"Astronaut in realistic NASA space suit, cosmic galaxy background, cinematic lighting",@trend-bot,Popular 'epic portrait' prompt — highlighted in Nano Banana Top 10 videos for dramatic results.
"Half-human, half-dragon, fantasy concept art, glowing eyes, detailed wings",@trend-bot,Fantasy hybrids are trending for creative transformations — appears in multiple curated prompt lists.
"Disney Pixar style character, soft shading, big expressive eyes, colorful background",@trend-bot,Favored for avatars and profile pics; recommended across tutorials and trend roundups.
"8-bit pixel art sprite, arcade video game style, retro background",@trend-bot,Retro/gaming nostalgia spike — common in Nano Banana lists and social-media meme variants.
"Epic Hollywood movie poster, cinematic lighting, dramatic shadows, bold typography",@trend-bot,Used for viral 'become a movie star' edits; cited frequently in creator tutorials and videos.
"In shining medieval armor, castle in the background, fantasy epic poster style",@trend-bot,Epic/fantasy transformations remain popular on feeds and in Top 10 trend articles.
"Create a collectible figurine of the person in [Image1] inside a clear display box: glossy resin texture, detailed pose on a round pedestal, studio lighting, identity preserved, high-detail product photo style.",@trend-bot,Viral #1 figurine prompt cited across YouTube and Times of India as the signature Nano Banana trend.
"Turn [Image1] into a Pixar-style 3D animated portrait with large expressive eyes, soft cinematic lighting, warm color palette, smooth skin shaders, and a whimsical background while preserving identity.",@trend-bot,"Popular on Times of India and Fotor guides for shareable, family-friendly portraits."
"Transform [Image1] into an anime hero: vibrant manga colors, dramatic action pose, dynamic motion lines, detailed hair and clothing, cinematic lighting, preserve facial identity.",@trend-bot,Ranked top trending in community roundups and YouTube trend lists for anime-style edits.
"Edit [Image1] into a cyberpunk portrait with neon city background, reflective surfaces, glowing accents, futuristic accessories, high-contrast lighting, and identity preservation.",@trend-bot,Widely used in viral Nano Banana reels and tutorials for striking neon visuals (YouTube/GrowthJockey).
"Create a realistic astronaut portrait of the subject in [Image1] wearing a NASA-style suit, cosmic galaxy background, cinematic rim light, photoreal textures, and preserved facial features.",@trend-bot,"Classic trending prompt from multiple top-10 lists (YouTube, Tech Edge-AI)."
"Convert [Image1] into a 16-bit pixel art game character: retro platformer sprite, limited color palette, pixel-perfect outlines, action pose, and a matching arcade background.",@trend-bot,"Retro/pixel prompts popular for nostalgic, shareable content (YouTube and Skywork lists)."
"Dress the subject in [Image1] in a traditional silk saree taken from [Image2]: deep maroon, gold zari embroidery, realistic fabric drape, temple jewelry, palace interior background, preserve face and pose.",@trend-bot,Saree and traditional outfit swaps are highlighted across GrowthJockey and Fotor guides for cultural edits.
"Turn this pet in [Image1] into a hyper-realistic miniature figurine on a wooden desk with birthday decorations: glossy resin finish, studio lighting, preserve pet features and expression.",@trend-bot,Pet-to-figurine edits are repeatedly recommended in Times of India and Skywork templates for viral pet content.
"Generate a heartwarming scene of the person in [Image1] hugging their younger self from [Image2] in a cozy living room: warm cinematic lighting, preserve both identities, photoreal with slight dreamlike tone.",@trend-bot,"The 'hug your younger self' trend is repeatedly featured in Nano Banana viral videos and tutorials (Tech with Nandini, Fotor)."
"Design a Hollywood blockbuster poster starring the person in [Image1]: epic composition, dramatic lighting, cinematic color grade, space for bold typography, preserved identity and high-detail rendering.",@trend-bot,"Movie-poster style edits are frequently listed in top-10 Nano Banana prompt compilations for dramatic, shareable thumbnails."
"Collectible figurine: turn this person into a detailed collectible figurine inside a display box with branded packaging, acrylic display stand, glossy resin texture, studio lighting",@trend-bot,#1 viral prompt — top of lists in YouTube and Times of India coverage (collectible figurine trend).
"3D pet figurine on desk with birthday packaging: create a hyper-realistic miniature model of this pet on a wooden desk with party decorations and unwrapped gift box, glossy resin texture",@trend-bot,Widely shared example from Google's Nano Banana examples and Times of India — popular for pet content.
"Anime hero: transform this person into an anime protagonist with vibrant manga style, dramatic lighting, action pose, and cinematic effects",@trend-bot,Consistently ranked among top prompts in viral Nano Banana roundups (YouTube & media lists).
"Cyberpunk portrait: neon city background, reflective goggles, glowing tattoos, wet streets, high-contrast cinematic lighting, realistic details",@trend-bot,One of the most-engaged styles in tutorial videos and trend compilations (YouTube/Tech channels).
"Pixar/Disney-style 3D portrait: soft shading, big expressive eyes, warm whimsical background, cinematic animation-style lighting",@trend-bot,Frequently recommended for profile-picture and shareable content in Times of India and Fotor prompt collections.
"16-bit video game character: recreate this person or pet as a retro 2D platformer sprite with pixel-art armor, floating platforms, retro color palette",@trend-bot,Classic retro/pixel prompts are viral staples across Google blog examples and creator guides.
"1950s Hollywood glamour portrait: retro makeup, wavy hair, satin gown, dramatic cinematic lighting, red carpet paparazzi backdrop",@trend-bot,Trend highlighted by Times of India and creator guides for highly shareable vintage edits.
"Tea party with younger self: generate an adult sitting with their childhood photo in a cozy playroom having a tea party, preserve identity and emotional warmth",@trend-bot,Featured in Google's example prompts and many viral tutorials (hug/younger-self trend).
"Virtual outfit swap: keep person identity unchanged but replace clothing with outfit from [Image2], preserve pose, proportions, realistic texture and lighting",@trend-bot,Practical and viral editing prompt seen in Fotor and GrowthJockey guides (virtual change-clothes trend).
"Hollywood movie poster: epic cinematic poster of this person, dramatic lighting, bold typography, high-contrast color grading, cinematic composition",@trend-bot,High-engagement creative prompt recommended across YouTube trend lists and Tech Edge guides.
"Create a collectible figurine of this person as a glossy resin action figure inside branded packaging — pose: heroic stance, base display, detailed clothing textures, photorealistic studio lighting, preserve facial identity and proportions.",@trend-bot,Most viral Nano Banana prompt (collectible figurines) — widely shared on YouTube and Times of India.
"Turn this photo into an anime hero portrait: dynamic pose, vibrant manga colors, dramatic rim lighting, cinematic background, big expressive eyes, preserve identity and facial features.",@trend-bot,Anime hero edits rank top in viral lists and creator videos.
"Edit this portrait into a cyberpunk neon city scene: futuristic goggles, glowing tattoos, rain-soaked reflections, neon signs, high contrast cinematic lighting, keep identity consistent.",@trend-bot,Cyberpunk portraits are a top trending aesthetic across Nano Banana content.
"Generate a Pixar-style 3D portrait of this person: warm, rounded features, expressive eyes, soft cinematic lighting, detailed hair and clothing, preserve likeness, studio render quality.",@trend-bot,Popular for profile avatars and shareable Instagram reels (Pixar/3D style trend).
"Recreate this subject as a 16‑bit video game character placed in a 2D platformer level: pixel art sprite, retro color palette, clear silhouette, preserve recognizable outfit elements.",@google,Featured as an official Nano Banana example on Google's Gemini blog.
"Create a heartwarming scene of this adult sitting having a tea party with their younger self: cozy playroom, soft dreamy lighting, realistic emotions, preserve both identities.",@google,Official Nano Banana example and viral sentimental trend (tea‑party with younger self).
"Make a realistic miniature figurine of this pet on a wooden desk with birthday decorations: glossy resin texture, detailed fur sculpt, small display base, studio lighting, identity preserved.",@trend-bot,Pet-to-figurine edits are highly shareable and widely recommended in guides.
"Turn this portrait into an epic Hollywood movie poster: cinematic lighting, dramatic composition, bold typography placeholder, film‑grade color grading, preserve subject identity.",@trend-bot,Movie-poster transformations are trending for high-engagement social content.
"Keep the person in [Image1] unchanged but replace their outfit with the clothing from [Image2] — match pose, proportions and lighting; realistic fabric texture and color transfer.",@trend-bot,Virtual change-clothes prompts (identity-preserving outfit swaps) are frequent across Fotor guides.
"Generate four variations of this photo from different camera angles (low-angle cinematic, top-down drone, three-quarter, close-up) — keep identity, background continuity, and photorealistic lighting.",@trend-bot,Multi-angle variations trend for portfolio-style posts and carousel reels (recommended in Nano Banana tutorials).
"Create a collectible figurine of this person or pet, styled like a high-detail resin toy on a round display stand with glossy finish and studio lighting; preserve identity and facial features.",@google,Core viral Nano Banana example — highlighted by Google and widely copied across outlets.
"Turn me into an anime hero: vibrant manga-style portrait, dramatic action pose, cinematic lighting, sharp linework and saturated color.",@whatami,Ranked #2 in popular 'Top 10' Nano Banana prompt lists and heavily shared by creators.
"Cyberpunk portrait: neon city background, futuristic goggles and accessories, glowing reflections, rainy atmosphere, cinematic contrast.",@techwithnandini,Frequently featured in tutorials and trend videos for its high-engagement neon aesthetic.
"Astronaut portrait in a realistic NASA-style suit with cosmic galaxy backdrop, rim lighting, and cinematic composition.",@whatami,"Listed in multiple top-10 prompt countdowns as a viral, high-shareability edit."
Transform this photo into a 16-bit retro video game character placed in a classic 2D platform level with pixel art tiles and bright arcade colors.,@growthjockey,Popular nostalgia-driven prompt; appears in Google examples and many how-to guides.
"Create a photo of me as an adult sitting with my younger self having a tea party (or hugging my younger self), warm cinematic lighting, identity preserved.",@google,Emotional 'hug your younger self' trend highlighted by Google and creator videos — highly shareable.
"Turn this house into a vibrant tropical island design: replace roof with thatch, add bamboo structural details, lush palm trees and colorful plants.",@google,Showcased in Google's Nano Banana examples as a striking architectural/transformation use-case.
"Virtual outfit swap: keep the person's face, pose, and proportions identical but replace their clothing with the outfit from [Image2], matching texture, color, and lighting.",@fotor,Practical trend for fashion reels and makeover edits; promoted in Fotor's Nano Banana prompt collection.
"1950s Hollywood glamour portrait: retro makeup, wavy platinum hair, satin gown, dramatic red-carpet lighting and paparazzi backdrop.",@timesofindia,Retro glamour edits are widely shared on Instagram and featured in Times of India trend roundups.
Generate a 9-part visual story with these two protagonists and their secret-superhero adventures; tell the narrative purely through imagery (no text).,@google,Google example for sequential storytelling with Nano Banana; popular for carousels and short-form series.
