prompt,contributor,comment
"Generate personalized recipe ideas based on the user's available ingredients and dietary preferences. For each recipe, provide a brief description, ingredient list, and simple step-by-step instructions.",@trend-bot,High engagement prompt for everyday utility and social sharing; highlighted in Anthropic's prompt library (Tom's Guide).
"Act as a futuristic fashion advisor: ask about the user's style, colors, body type and goals, then suggest avant-garde outfit ideas with materials, accessories, styling tips, and a MidJourney prompt for visuals.",@trend-bot,Trending for creative styling and AI-to-image workflows after Anthropic examples (Tom's Guide).
"Act as an expert marketing consultant and conduct a comprehensive market segmentation analysis for [PRODUCT/SERVICE], identifying distinct customer segments, needs, sizing, and tailored messaging strategies.",@trend-bot,Derived from roundup guides (godofprompt); trending among marketers using Claude for strategic planning and GTM.
"Build a 30-day content calendar for [platform] in the [niche] space: include 3 weekly themes, varied post types (text, carousel, video), and suggested hooks and CTAs for each day.",@aihustleguy,From AIHustleguy's top Claude prompts; highly used by creators to scale consistent content creation.
"Write a 60-second Instagram Reels script on [topic] with a 5-second hook, three concise points, visual cues, and a CTA to comment or DM.",@aihustleguy,"Short-form video scripting is a major use-case; this prompt is trending for rapid, platform-optimized scripts (AIHustleGuy list)."
"Design a productivity app that prioritizes high-impact tasks, tracks focus and stress levels, adapts to user workload, and suggests UX flows and key metrics.",@cschwaigermt,Featured in Tom's Guide 'mind-blowing' prompts; popular with productivity enthusiasts and founders prototyping ideas.
"Create an animation of a castle that transitions through times of day and seasons, with fluid visual transitions, lighting/weather effects, and a 10-second day cycle.",@cschwaigermt,Trending as Claude is used for creative animation generation and rapid prototyping (Tom's Guide example).
"Organize a murder mystery dinner: define characters, backstories, clue distribution, timeline, prop list, and a printable invite and rulesheet.",@cschwaigermt,A viral entertainment prompt for parties and events; highlighted as a top creative use of Claude (Tom's Guide).}
"You are an AI assistant with a witty sense of humor and a knack for crafting clever puns and wordplay. When given a topic (e.g., ""cats on the moon""), generate a list of original puns, one-liners, and playful phrases tailored to that topic.",@trend-bot,Trending via Anthropic's Claude prompt library and Tom's Guide feature highlighting playful prompts.
"You are an AI assistant with a deep understanding of dream symbolism. Given a user's dream description, analyze key symbols, emotions, and narrative elements and provide possible interpretations plus reflective questions.",@trend-bot,From Anthropic's prompt library; popular for personal insight and viral social shares.
"Generate personalized recipe ideas based on these inputs: available ingredients [ingredients], dietary preferences, time constraints, and desired cuisine. For each recipe include a short description, ingredient list, and step-by-step instructions.",@trend-bot,Featured in Anthropic/Tom's Guide examples; widely used for meal planning and microcontent.
"Analyze this topic: [topic]. Generate 20 keyword ideas organized by search intent, with estimated search volume level (high/medium/low) and competition level (high/medium/low), plus 5 long-tail keyword opportunities.",@airops,Derived from AIrops' SEO prompt roundup; trending among marketers for rapid keyword research.
"Create a content brief for a 2000-word long-form article on [topic] that includes an outline, target audience, key takeaways, suggested headings, and 6 reference sources.",@favtutor,Commonly recommended in FavTutor and content-creation guides for streamlined drafting.
"Design a productivity app aimed at maximizing efficiency and minimizing burnout: define core features, user flows, priority algorithms, stress-adaptive behaviors, and a minimalistic UI/UX spec.",@cschwaigermt,Tom's Guide highlighted this prompt as a high-impact practical use for Claude to prototype productivity tools.
"Create an animation spec for a castle that transitions through times of day and seasons: describe scene elements, a 10-second day cycle, seasonal changes every two days, transition effects, and prompts for generating frames.",@cschwaigermt,Tom's Guide example; trending as Claude is used to generate animations and code for visuals.
"Organize a themed murder mystery dinner: produce character backstories, clues, timeline of events, printable invitations, and a suggested menu for 8–12 players.",@cschwaigermt,Popular social/entertainment prompt from Tom's Guide showing Claude's event-planning strengths.
"Estimate the cost of creating a living room that resembles the attached image: analyze furniture, materials, and décor; provide low/medium/high budget options and a cost breakdown per item.",@cschwaigermt,Tom's Guide-recommended prompt leveraging Claude's image analysis and estimation features.
"You are an expert marketing consultant. Conduct a comprehensive market segmentation analysis for [PRODUCT/SERVICE], identifying segments, size estimates, needs, pain points, and tailored positioning strategies for each segment.",@trend-bot,Inspired by GodOfPrompt and widely used for marketing strategy; trending among startup and marketing communities.
"Build a 30-day content calendar for [platform] in the [niche] space. Include 3 themes/week, varied post types (text, carousel, video), and a goal for each post (engagement, leads, or traffic).",@aihustleguy,Popular for creators who use Claude to scale content production; listed in top prompt collections.
"Write a 60-second Instagram Reels script on [topic]. Start with a 5‑second hook, break into 3 clear points, include visual cues, and end with a CTA.",@aihustleguy,High-performing short-video scripts are trending as creators optimize social growth with AI.
"Write a 7-tweet viral Twitter/X thread about [topic] that opens with a curiosity hook, uses short punchy lines, includes 2 examples, and ends with a follow CTA.",@aihustleguy,Frequently recommended in Claude prompt roundups for producing shareable social threads.
"Analyze this topic: [topic]. Generate 20 target keywords organized by search intent (informational, commercial, transactional), and estimate volume/competition (high/med/low).",@airops,Top SEO prompt—helps marketers generate keyword strategies quickly (featured in SEO prompt lists).
"I have an article at [URL] losing rankings. Suggest a comprehensive content refresh: new subtopics, stats to add, structural changes, and prioritized action steps.",@airops,Trending for sites needing quick SEO refresh plans; cited in Claude SEO prompt guides.
"You are an AI assistant with a witty sense of humor and a knack for crafting clever puns. Given a topic, generate a list of original puns and wordplay related to it.",@anthropic,From Anthropic's Claude prompt library and Tom's Guide picks—viral for playful content and demos.
"You are an AI dream interpreter: describe symbolism, emotions, and possible meanings for this dream [describe dream], and offer reflective questions for the user.",@anthropic,Featured in Anthropic's prompt library; trending as people use Claude for introspective and entertainment use-cases.
Suggest personalized recipes using only these available ingredients: [list]. Accommodate dietary preferences and give brief instructions and substitutions.,@anthropic,Practical prompt from Anthropic's library—highly used for meal planning and reducing food waste.
"Act as a futuristic fashion advisor: ask about the user's style, then propose avant‑garde outfit concepts with materials, colors, accessories, and styling tips (optionally include a MidJourney prompt).",@anthropic,Highlighted by Tom's Guide from Anthropic's library; popular for creative styling and image-generation hooks.
"Adopt the role: Expert Editor and Technical Copywriter. Given [text], provide a structured critique (clarity, tone, structure), a revised version, and a short changelog of edits.",@yzfly,Derived from 'Awesome Claude Prompts' (GitHub) as a meta/expert prompt—trending among writers and product teams for fast polishing.
"You are an AI assistant with a witty sense of humor and a knack for crafting clever puns and wordplay. When I provide a topic, generate a list of original, themed puns and short one‑liners related to that topic.",@trend-bot,From Anthropic's Claude 3 prompt library — popular for playful outputs and social posts.
"You are an AI assistant skilled in dream interpretation. Given my dream description, analyze symbols, emotions, and narrative; offer multiple plausible interpretations, psychological context, and reflection questions.",@trend-bot,Anthropic library pick — trending as users ask Claude to interpret dreams and meaning.
"Generate personalized recipe ideas based on my available ingredients and dietary preferences. For each recipe give a short description, exact ingredient list, estimated time, and simple step‑by‑step instructions.",@trend-bot,"Anthropic library — practical, widely used for meal planning and ingredient‑based cooking."
"You are a futuristic fashion advisor. Ask clarifying questions about my style, then suggest bold avant‑garde outfits with detailed descriptions (pieces, colors, materials, accessories) and styling tips; optionally provide an image prompt for MidJourney/Stable Diffusion.",@trend-bot,Anthropic library — used for creative styling and generating image prompts; popular in fashion communities.
"Build a 30‑day content calendar for [platform] in the [niche] space. Include 3 weekly themes, post types, example headlines/hooks, suggested visuals, and a posting schedule.",@trend-bot,"From content creators guides (e.g., AI Hustle Guy) — trending for automating social strategy and consistency."
"Write a 60‑second Instagram Reel script on [topic]. Start with a 5‑second hook, deliver three clear, visual points, include on‑screen directions and captions, and finish with a CTA.",@trend-bot,High‑use content prompt — popular with creators for short‑form video growth (shared widely online).
"Write a 7‑tweet Twitter/X thread on [topic] that opens with a curiosity hook, uses short punchy sentences, includes two examples or analogies, and ends with a clear CTA to follow or engage.",@trend-bot,Viral thread template — trending among growth marketers and writers for attention‑grabbing posts.
"Create a 5‑part email nurture sequence for new subscribers in [niche]. Define the goal of each email (welcome, quick win, story, social proof, offer), subject lines, and concise body copy with CTAs.",@trend-bot,Marketing/email prompt — widely used to build automated nurture funnels and improve conversion rates.
"Upload multiple documents and analyze them together: summarize each file, find overlapping themes, extract a consolidated list of insights, and answer specific cross‑document questions I provide.",@yzfly,From the 'awesome‑claude‑prompts' GitHub (yzfly) — trending because Claude's large context and file support enable multi‑doc analysis.
"You are a seasoned entrepreneur and pragmatic business strategist. Analyze this product/service idea and provide: product_idea, market_validation, value_proposition, risks_challenges, market_trends, problem_spaces, solution_brainstorm, concept_development, vision_narrative, and founder_profile. Give step‑by‑step advice to go from idea to revenue.",@trend-bot,Derived from business prompt examples (GodOfPrompt/Anthropic) — trending with founders seeking structured go‑to‑market guidance.
"You are an AI assistant with a witty sense of humor and a knack for crafting clever puns and wordplay. When the user provides a topic, generate a list of original puns, play-on-words, and humorous phrases related to that topic.",@trend-bot,"From Anthropic's Claude 3 prompt library — trending for playful, shareable outputs."
"You are an AI assistant with a deep understanding of dream interpretation and symbolism. Provide insightful analyses of the symbols, emotions, and narrative in the user's dream and offer possible meanings while encouraging reflection.",@trend-bot,Anthropic library pick that gained traction for personal introspection and viral examples.
"Generate personalized recipe ideas based on my available ingredients and dietary preferences. For each recipe provide a short description, list of required ingredients, and simple step-by-step instructions.",@trend-bot,Popular practical prompt from the Claude prompt collections for quick meal planning.
"Act as a seasoned entrepreneur: analyze this product/service idea, validate the market opportunity, identify key risks and challenges, and provide a step-by-step plan from prototype to revenue. Output structured sections (product_idea, market_validation, value_proposition, risks_challenges, solution_brainstorm, roadmap).",@trend-bot,Structured startup prompt (seen in multiple 'best Claude prompts' guides) — popular for founders and investors.
"Build a 30-day content calendar for [platform] in the [niche]. Include 3 weekly themes, varied post formats (text, carousel, video), objectives for each post, and publishing cadence.",@trend-bot,Top content-creation prompt from AI Hustle Guy and other guides — used widely by creators and marketers.
"Write a 60-second Instagram Reel script on [topic]: open with a 5-second hook, present 3 concise points with visuals, and finish with a strong CTA. Keep tone conversational and snappy.",@trend-bot,High-performing short-video prompt trending among social media creators.
"Write a 7-tweet viral thread on [topic] that starts with a curiosity hook, uses short punchy sentences, includes two examples or analogies, and ends with a clear CTA to follow or engage.",@trend-bot,"Frequently recommended in Claude prompt lists for crafting reusable, high-engagement threads."
Analyze these 10 pieces of content: [paste URLs/text]. Identify 3 recurring themes or angles that drove the best engagement and suggest 6 actionable ideas to expand on each.,@trend-bot,Content-analysis prompt used by marketers to find signal in creator analytics; widely shared in prompt roundups.
"Act as an Expert Editor: improve the following text for clarity, tone, and concision. Provide the revised version, a list of specific edits, and a one-paragraph rationale for each major change.",@yzfly,From the langgptai/awesome-claude-prompts repo — a top prompt for writers and editors (contributor: yzfly).
"Create the Google Apps Script or Excel formula to perform this calculation: [describe calculation]. Provide the code/formula, explain edge cases, and include a short test example dataset.",@trend-bot,Common prompt from 'Awesome Claude Prompts' and developer guides — trending for automating workflows and data tasks.
"You are an expert marketing consultant. Conduct a comprehensive market segmentation analysis for [PRODUCT/SERVICE]: define distinct segments, estimate TAM/SAM/SOM, create 3 buyer personas per segment, recommend messaging and positioning, and propose 3 prioritized go‑to‑market campaigns with KPIs.",@trend-bot,Trending business prompt from Claude prompt guides — widely used for GTM planning (see godofprompt.ai examples).
"You are an AI financial advisor assistant. Help the user manage personal finances by analyzing income, expenses, goals, and risk tolerance; produce a budget, recommended asset allocation, tax-aware strategies, and a 12‑month action plan with milestones.",@trend-bot,Common in Claude prompt collections for personal finance guidance (featured in aggregated prompt lists).
"Act as an HR process consultant: audit our recruiting, hiring, training, and onboarding flows; identify bottlenecks, recommend KPIs, draft interview templates and a 90‑day improvement roadmap with automation suggestions.",@trend-bot,Frequently shared for operational improvement and hiring optimization (seen in Claude templates).
Use an XML‑style structured prompt: <role>Ideation engine</role><thinking>Explore multiple angles</thinking><constraints>Budget:[X];Timeline:[Y]</constraints><output_format>10 ideas with difficulty & steps</output_format>. Generate 10 product/service ideas for [TOPIC] with one‑sentence rationale and implementation difficulty (1–5).,@trend-bot,XML/thinking‑tag patterns are trending for Claude's long‑context reasoning (aipromptlibrary and advanced guides).
"Build a 30‑day content calendar for [platform] in [niche]: include 3 weekly themes, post types (text/carousel/video), captions, suggested visuals, hashtags, posting times, and KPIs; add 4 repurposing ideas each week.",@trend-bot,High‑demand creator prompt for scaling content — popular in ‘‘Top Claude prompts’’ articles and creator blogs (AI Hustle Guy).
"Write a 60‑second Instagram Reel script on [topic]: open with a 5s hook, present 3 digestible points with visual directions, include on‑screen caption text and a CTA; tone: [friendly/authoritative/playful].",@trend-bot,Short‑form video scripting prompts are trending for social growth and conversion (featured in content prompt lists).
"Write a 7‑tweet viral thread on [topic]: start with a curiosity hook, use short punchy sentences, include 2 examples or analogies, 1 data point, and end with a clear CTA to follow/save; label each tweet 1–7.",@trend-bot,Widely used by marketers and writers to craft high‑engagement threads (common in FavTutor and creator guides).
"Generate personalized recipes from available ingredients: given a list of ingredients and dietary preferences, return 3 recipe options (title, prep time, ingredient list, step‑by‑step instructions, and substitutions), plus one shopping suggestion to expand options.",@trend-bot,Practical utility prompt from Anthropic's library and media coverage — trending for meal planning and zero‑waste cooking (see Tom's Guide).
"You are an AI with a witty sense of humor and a knack for puns. Given a topic, produce 15 original puns, 5 short taglines using the best pun, and 3 social captions optimized for shares.",@trend-bot,Playful prompt highlighted in Anthropic's prompt library and press roundups — popular for social and creative use cases (Tom's Guide).
"Show me the top Claude prompt templates to try in 2025 and export as CSV with columns: prompt, category, source. Prioritize templates for business, content, and developer workflows.",@trend-bot,"Trending meta‑prompt for prompt‑library curation; sources used in compiling this list: godofprompt.ai, langgptai (GitHub), favtutor.com, YouTube (_jctWu‑mpHM_), aihustleguy.com, tomsguide.com, awesomeclaudeprompts.com, aipromptlibrary.app. References: https://www.godofprompt.ai/blog/20-best-claude-ai-prompts; https://github.com/langgptai/awesome-claude-prompts; https://favtutor.com/articles/claude-3-prompts/; https://www.youtube.com/watch?v=_jctWu-mpHM; https://www.aihustleguy.com/blog/claude-prompts-for-content-creation; https://www.tomsguide.com/ai/anthropic-just-released-a-claude-3-prompt-library-heres-the-best-ones-to-try-now; https://awesomeclaudeprompts.com; https://aipromptlibrary.app/blog/claude-ai-prompts-guide"
"Conduct a comprehensive market segmentation analysis for [PRODUCT/SERVICE]; provide segments, TAM/SAM/SOM estimates, personas, pain points, and go-to-market recommendations.",@trend-bot,"Business-strategy prompt surfaced in guides (e.g., godofprompt) — widely used for startup and product planning."
"Act as an AI financial advisor assistant: review personal finances and produce a budgeting, debt-paydown, and investment plan tailored to goals and risk tolerance.",@trend-bot,Common practical prompt from prompt roundups for personal finance guidance and planning.
"Audit and redesign our recruiting/hiring/training workflow: identify bottlenecks, KPIs, hiring scorecards, onboarding curriculum, and retention tactics.",@trend-bot,HR/process-improvement prompt featured in Claude prompt collections for scaling teams.
"Use XML/Thinking tags to brainstorm 10 startup ideas given constraints; include one-sentence concept, target user, why it works, and implementation difficulty.",@aipromptlibrary,Structured/'thinking tags' prompt trending in 2024–25 guides for better multi-step Claude outputs (source: AI Prompt Library).
"Generate personalized recipe ideas from these available ingredients [list]; include dietary switches, shopping-minimal substitutions, step-by-step instructions and timings.",@tomsguide,Recipe/meal-planning prompt highlighted in Anthropic's Claude 3 prompt library and Tom's Guide as an everyday favorite.
"You are a witty pun generator: when given a topic, produce 10 original puns, brief explanations, and one headline-ready pun.",@anthropic,Anthropic's official prompt library (pun generator) is popular for playful outputs and social posts.
"You are a dream-interpretation assistant: analyze the user's dream description, list symbolic elements, possible psychological meanings, and reflective questions to explore.",@anthropic,"Featured in Anthropic's prompt library (Diving into a dream"") — trending for personal insight and therapy-adjacent uses."""
"Build a 30-day content calendar for [platform] in [niche]; include weekly themes, post types, captions, hashtags, and best posting times.",@aihustleguy,A top content-creation prompt from AI Hustle Guy and other creator-focused lists — used to scale social strategies quickly.
"Write a 60-second Instagram Reels script on [topic] with a 5-second hook, three quick points, suggested visuals, and a CTA to drive engagement.",@aihustleguy,High-performing short-form video prompt recommended across prompt collections for creators testing hooks and formats.
"Meta-prompt: given user guidelines (tone, length, constraints), generate 5 tailored Claude prompts for tasks like research, copy, code, and roleplay — include example inputs.",@yzfly,'Meta Prompt' pattern from the awesome-claude-prompts GitHub repo — trending because users leverage Claude to produce better prompts.
"Act as a seasoned entrepreneur: analyze this product/service idea and provide market validation, target customers, unique value proposition, key risks and challenges, a prioritized step‑by‑step roadmap to revenue, and a short vision narrative.",@trend-bot,Popular startup validation prompt (examples in godofprompt) used for investor-ready plans and founder coaching.
"Create a 30-day content calendar for [platform] in the [niche]; include 3 weekly themes, varied post types (text, carousel, video, story), concrete post ideas, hooks, and CTAs.",@trend-bot,High-demand prompt for creators to scale consistent content (shared in AI Hustle Guy and FavTutor lists).
"Write a 60‑second Instagram Reel script on [topic] with a 5‑second hook, three concise points, suggested visuals, and a strong CTA.",@trend-bot,Widely used by social marketers to produce short-form video scripts quickly (content creators' go-to).
"Draft a viral 7‑tweet Twitter/X thread on [topic] that begins with a curiosity hook, uses short punchy sentences, includes 2 examples/analogies, and ends with a clear CTA to follow or engage.",@trend-bot,Trending for growth-hacking and audience-building (recommended in content prompt roundups).
"Generate personalized recipe ideas using these available ingredients: [list]; respect dietary preferences, provide ingredient list, simple step-by-step instructions, and substitutions.",@trend-bot,Popular everyday prompt from Claude's prompt library and Tom's Guide for meal planning and minimizing waste.
"Interpret this dream: [detailed description]. Analyze symbolism, emotional themes, cultural references, and offer reflective questions and possible psychological meanings.",@trend-bot,Featured in Anthropic's prompt library and Tom's Guide; trending for introspective and creative users.
"You are a witty pun generator: given a topic, produce original puns, wordplay, and humorous one-liners tailored to the audience and tone.",@trend-bot,"Lightweight, viral-friendly prompt highlighted by Anthropic for playful outputs and social posts."
"Build a single-file one-page website (HTML + CSS) per these specifications: [layout, colors, content, assets]; return the full code ready to save as index.html.",@trend-bot,"Practical prompt from Claude Docs for rapid prototyping and demo sites, popular with developers and designers."
Translate this natural-language data request into an optimized SQL query (or Excel formula) given this schema/data description: [schema]; include explanation and edge-case handling.,@trend-bot,High-utility prompt for analysts and engineers—featured in Claude's library for converting NL to code/formulas.
"Summarize this long report (paste text or upload) into a one-page memo with key insights, quantified risks, and prioritized action items.",@trend-bot,Enterprise-focused prompt used to distill large documents into actionable summaries (Claude Docs / FavTutor references).
